,,Ind Month,Shift, Infant,1,2,3,4,5,5-12,ALL,LIC,LIC MAX,Employees,Category Operation,Operation Site,SCC,License Type
92003460,A BRIGHT CHILD LEARNING CENTER,11,-1,0,3,8,8,0,0,0,19,60,60,4,Independent,Converted House,Y,3 Star C 2C
92002888,A KIND GARDEN,11,-1,0,7,3,2,1,1,13,27,12,12,3,Independent,Family Residence,Y,5 Star C 2C
92003352,A MOTHERS TOUCH CHILD DEVELOPMENT CENTER,4,-1,0,0,11,9,9,2,0,31,69,69,7,Independent,Family Residence,Y,4 Star C 2C
92003128,"A MOTHERS TOUCH CHILD DEVELOPMENT CENTER, INC",9,-1,0,3,1,0,0,0,0,4,12,12,1,Independent,Family Residence,Y,3 Star C 2C
92001891,"A MOTHER'S TOUCH CHILD DEVELOPMENT CENTER, INC.",10,-1,0,0,0,0,0,0,1,1,12,0,2,Independent,Family Residence,Y,4 Star C 2C
92002320,"A PLACE TO GROW IN CARY, LLC",12,-1,0,1,3,7,4,0,0,15,12,12,4,Independent,Family Residence,Y,3 Star C 2C
92001810,A SAFE PLACE CHILD ENRICHMENT CENTER,12,-1,7,2,11,6,17,0,0,43,47,47,9,Independent,Converted House,Y,5 Star C 2C
92002296,A SAFE PLACE EARLY LEARNING CENTER,5,-1,0,1,8,15,0,0,0,24,27,27,6,Independent,Converted House,Y,5 Star C 2C
92001651,"ABC LAND, INC II",1,-1,0,0,0,0,51,16,18,85,78,78,12,Independent,Constructed for Child Care,Y,5 Star C 2C
92001611,"ABC LAND, INC.",10,-1,6,9,11,12,8,0,0,46,80,80,13,Independent,Converted House,Y,5 Star C 2C
92001241,ACADEMICALLY BASED CHILD,5,-1,0,0,0,0,47,7,0,54,74,74,7,Independent,Industry/Business,Y,5 Star C 2C
92002485,ALL STARZ CHILDREN'S ACADEMY,6,-1,14,43,56,39,50,4,0,206,299,299,31,Independent,Constructed for Child Care Care,N,5 Star C 2C
92003306,ALL STARZ CHILDREN'S ACADEMY,8,-1,15,32,30,50,62,27,1,217,225,207,29,Independent,Constructed for Child Care Care,N,5 Star C 2C
92000691,ALMA'S CHILDCARE CENTER,2,-1,1,0,0,1,0,0,0,2,12,12,1,Independent,Family Residence,Y,4 Star C 2C
92003584,ALSTON RIDGE ELEMENTARY,6,-1,0,0,0,0,20,9,0,29,36,36,4,Local Public School,School,N,4 Star C 2C
92002546,ANNE'S CHILDCARE INC.,2,-1,0,0,0,0,0,0,6,6,12,12,2,Independent,Family Residence,Y,4 Star C 2C
92003307,"APEX PEAK SCHOOLS, INC.",9,-1,10,0,9,11,21,2,0,53,60,60,7,Independent,Constructed for Child Care Care,N,1 Star C 2C
92002330,APPLETREE CHILD DEVELOPMENT CENTER,8,-1,8,10,16,24,25,12,36,131,172,192,20,Independent,Constructed for Child Care,Y,5 Star C 2C
9255418,APPLETREE DAY CARE,2,-1,2,14,11,4,0,0,0,31,65,65,7,Independent,,Y,5 Star C 2C
92001305,APPLETREE DAY CARE #3,11,-1,3,14,17,11,13,3,35,96,113,118,16,Independent,Industry/Business,Y,5 Star C 2C
92000412,APPLETREE DAY CARE II,7,-1,0,0,0,6,11,5,5,27,50,50,5,Independent,Converted House,Y,5 Star C 2C
92003359,ARROW CHRISTIAN PRESCHOOL,12,-1,0,6,10,5,7,2,30,60,87,87,7,Independent,Religious,Y,4 Star C 2C
9255315,ASBURY PRESCHOOL,10,-1,0,0,12,12,35,26,0,85,150,150,18,Religious Sponsored,,Y,5 Star C 2C
92003225,ASHEBRIDGE CHILDREN'S ACADEMY,12,-1,8,12,24,23,26,4,0,97,99,99,17,Independent,Constructed for Child,Y,5 Star C 2C
92003440,ASHEBRIDGE CHILDREN'S ACADEMY OF APEX,6,-1,7,19,21,10,8,5,0,70,162,162,19,Independent,Constructed for Child Care,Y,5 Star C 2C
92003585,AVERSBORO ELEMENTARY SCHOOL,6,-1,0,0,0,0,20,7,0,27,36,36,6,Local Public School,School,N,4 Star C 2C
92003372,"AVERSBORO ROAD CHILD CARE CENTER, LLC",9,-1,4,2,5,3,14,0,1,29,39,39,6,Independent,Converted Building,Y,4 Star C 2C
92003094,BAILEYWICK ELEMENTARY,8,-1,0,0,0,0,13,2,0,15,18,18,2,Local Public School,School,N,4 Star C 2C
92003437,BAMBINO'S PLAYSCHOOL,5,-1,2,10,10,19,0,0,15,56,164,164,16,Independent,Constructed for Child Care,Y,5 Star C 2C
92003524,BANKS ROAD ELEMENTARY,9,-1,0,0,0,0,16,13,0,29,36,36,5,Local Public School,Government Building,N,5 Star C 2C
92003664,BARBARA H. CURTIS CENTER,9,-1,3,18,1,12,5,3,0,42,82,82,13,Head Start,Constructed for Child Care,N,Temp C
92003525,BARWELL ROAD ELEMENTARY,9,-1,0,0,0,0,4,14,0,18,18,18,3,Local Public School, Government Building,,4 Star C 2C
9259002,BEACON BAPTIST CHURCH DAYCARE,4,-1,2,7,11,15,10,0,0,45,175,175,16,Religious Sponsored  ,Religious,N,Other
92003527,BEAVERDAM ELEMENTARY,9,-1,0,0,0,0,8,7,0,15,18,18,4,Local Public School, Government Building,,5 Star C 2C
92003134,BEDFORD SCHOOL OF DISCOVERY,11,-1,15,19,11,9,15,0,0,69,176,176,12,Independent,Constructed for Child Care,Y,5 Star C 2C
92001201,BEFORE THE BELL PRESCHOOL,1,-1,0,0,2,1,1,0,0,4,12,12,1,Independent,Family Residence,Y,4 Star C 2C
92001250,BEGINNING & BEYOND CHILD DEVELOPMENT CENTER #2,11,-1,5,10,3,0,0,0,0,18,30,30,4,Independent,Modular,Y,4 Star C 2C
92001413,"BEGINNING & BEYOND CHILD DEVELOPMENT CENTER, INC",11,-1,0,0,8,8,12,0,0,28,120,120,5,Independent,Converted Building,Y,4 Star C 2C
9255401,"BETH MEYER PRESCHOOL, INC.",8,-1,0,9,8,5,14,1,0,37,75,75,10,Independent,Religious,N,5 Star C 2C
92003234,BRENTWOOD CHILD CARE-THE FOUNDATION OF,6,-1,3,10,11,26,19,3,60,132,183,183,22,Independent,Constructed for Child,Y,3 Star C 2C
92003591,BRIDGE ACADEMY,7,-1,6,12,10,6,12,4,0,50,65,65,11,Independent,Religious,Y,5 Star C 2C
92001132,BRIGHT BEGINNINGS CHILD DEVELOPMENT CENTER,4,-1,7,5,17,16,56,13,0,114,188,188,12,Independent,Constructed for Child Care,Y,5 Star C 2C
92003163,BRIGHT HAVEN ACADEMY,11,-1,12,14,11,15,12,1,0,65,100,100,8,Independent,Constructed for Child Care,Y,3 Star C 2C
92003661,BRIGHT HORIZONS AT BIOGEN RTP,9,-1,7,8,2,5,3,0,0,25,60,50,9,Franchise,Industry/Business,N,Temp C
92000860,BRIGHT HORIZONS AT RALEIGH CORPORATE CENTER,8,-1,15,16,20,19,24,6,15,115,144,144,18,Independent,Constructed for Child Care,Y,5 Star C 2C
92000571,BRIGHT HORIZONS CHILDREN'S CENTER,3,-1,24,39,41,0,0,0,0,104,192,192,26,Franchise,Constructed for Child Care,Y,5 Star C 2C
92000688,BRIGHT HORIZONS CHILDREN'S CENTER AT THE FORUM,9,-1,23,33,40,44,42,12,14,208,240,240,37,Franchise,Constructed for Child Care,Y,5 Star C 2C
92000836,BRIGHT HORIZONS CHILDREN'S CTR'S AT SHEPHERD'S VI,9,-1,16,19,29,36,31,2,0,133,144,144,19,Independent,Constructed for Child Care,Y,5 Star C 2C
92001325,BRIGHT HORIZONS CLUBHOUSE AT WEST CARY,9,-1,0,7,11,19,13,8,15,73,194,194,8,Independent,Constructed for Child Care,Y,5 Star C 2C
92001134,BRIGHT HORIZONS FAMILY SOLUTIONS,3,-1,0,0,0,53,62,12,30,157,199,199,18,Independent,Constructed for Child Care,Y,5 Star C 2C
92003598,BRYAN ROAD ELEMENTARY,7,-1,0,0,0,0,11,7,0,18,18,18,4,Local Public School,School,N,5 Star C 2C
92003586,BUCKHORN CREEK ELEMENTARY,6,-1,0,0,0,0,9,6,0,15,18,18,4,Local Public School,School,N,4 Star C 2C
92003643,BUGG ELEMENTARY,1,-1,0,0,0,0,15,2,0,17,15,18,3,Local Public School, School,N,Temp C
92003318,BUSY BEE PRESCHOOL,12,-1,2,1,7,4,1,0,0,15,12,12,2,Independent,Family Residence,Y,3 Star C 2C
92002649,BUSY BEES LEARNING CENTER II,7,-1,2,3,1,2,1,0,0,9,36,36,4,Independent,Converted House,Y,3 Star C 2C
9255316,BUTTONS AND BOWS #1,1,-1,7,18,10,12,20,12,0,79,108,108,14,Independent,Constructed for Child Care,Y,5 Star C 2C
92000200,BUTTONS AND BOWS PRESCHOOL II,5,-1,0,6,13,15,52,0,0,86,131,131,12,Independent,Constructed for Child Care,Y,5 Star C 2C
5 Star C 2C,CARE,,-2,0,0,0,0,0,0,0,0,0,0,,,,,
92000015,"CARY PRESBYTERIAN CHURCH, INC.",4,-1,0,1,21,12,21,6,0,61,70,70,10,Religious Sponsored,Religious,Y,Other
9255263,"CATHY LEE CHILD DEVELOPMENT CENTER, INC.",7,-1,7,8,9,9,9,1,7,50,118,118,14,Independent,Constructed for Child Care,Y,3 Star C 2C
92002817,CENTRAL BAPTIST CHURCH PRESCHOOL,5,-1,6,22,25,38,44,8,0,143,180,180,38,Religious Sponsored, Religious,N,Other
92000485,CHESTERBROOK ACADEMY,3,-1,0,0,0,18,18,4,0,40,57,57,8,Private School,Converted Building,Y,3 Star C 2C
92000605,CHESTERBROOKACADEMY,10,-1,12,20,20,23,23,8,0,106,135,135,21,Private School,Constructed for Child Care,Y,3 Star C 2C
92000754,CHESTERBROOKACADEMY,6,-1,8,16,23,54,48,22,0,171,199,199,33,Independent,Constructed for Child Care,Y,5 Star C 2C
92000816,CHILDCARE NETWORK # 59,12,-1,10,16,19,23,44,14,0,126,170,170,27,Franchise,Constructed for Child Care,Y,5 Star C 2C
92003209,CHILDCARE NETWORK #236,3,-1,13,24,20,17,16,18,22,130,150,150,27,Franchise,Constructed for Child,Y,5 Star C 2C
92000817,CHILDCARE NETWORK #60,6,-1,4,11,12,15,15,63,0,120,199,199,20,Independent,Constructed for Child Care,Y,5 Star C 2C
92000815,CHILDCARE NETWORK #61,8,-1,18,10,37,16,35,28,0,144,175,175,19,Independent,Constructed for Child Care,Y,5 Star C 2C
92001756,CHILDCARE NETWORK-FUQUAY VARINA ELC,10,-1,8,12,16,18,50,11,14,129,163,163,31,Independent,Constructed for Child Care,Y,5 Star C 2C
92001451,CHILDREN'S DISCOVERY CENTER,4,-1,25,40,43,52,37,20,1,218,250,250,29,Independent,Constructed for Child Care,Y,3 Star C 2C
92003448,CHILDRENS LIGHTHOUSE LEARNING CENTER,11,-1,10,21,34,41,20,0,14,140,191,191,27,Franchise,Constructed for Child Care,N,5 Star C 2C
92003687,CHILDRENS LIGHTHOUSE LEARNING CENTER,1,-1,0,0,0,0,0,0,0,0,177,0,0,Franchise,Constructed for Child Care,Y,Temp C
92001202,CHILDTIME CHILDCARE #2013,3,-1,7,21,18,30,30,6,0,112,181,181,21,Franchise,Constructed for Child Care,Y,4 Star C 2C
92000632,"CHILDWORKS, INC.",12,-1,5,11,10,16,14,3,4,63,92,92,14,Independent,Converted House,Y,4 Star C 2C
92003490,CORNERSTONE LEARNING CENTER,9,-1,9,17,13,12,11,4,0,66,100,100,12,Religious Sponsored,  Constructed for Child Care Care,Y,Other
92003272,COUNTRY DAY MONTESSORI SCHOOL OF RALEIGH,1,-1,6,11,16,5,12,4,0,54,70,70,13,Independent,Converted Building,Y,3 Star C 2C
92001245,COUNTRY SUNSHINE CHILDREN'S CENTER,8,-1,14,21,22,23,18,17,35,150,161,161,18,Independent,Constructed for Child Care,Y,4 Star C 2C
92001788,CREATIVE KIDZ ACADEMY,1,-1,17,15,27,24,20,8,42,153,172,172,30,Independent,Constructed for Child Care,Y,3 Star C 2C
92003353,CREATIVE LEARNING CENTER,8,-1,3,2,4,4,7,1,22,43,89,89,12,Independent,Converted Building,Y,4 Star C 2C
92003485,CREATIVE SCHOOLS OF APEX,9,-1,15,17,29,22,17,9,17,126,135,135,19,Independent,Constructed for Child Care,Y,5 Star C 2C
92003039,CREECH ROAD ELEMENTARY,5,-1,0,0,0,0,27,1,0,28,36,36,5,Local Public School,School,N,5 Star C 2C
92001438,CROSBY HEAD START,6,-1,0,0,0,26,78,20,0,124,140,140,20,Head Start,Constructed for Child Care,Y,5 Star C 2C
92000282,DENISE'S LEARN AND PLAY,5,-1,2,2,3,1,1,0,0,9,12,12,4,Independent,Family Residence,Y,3 Star C 2C
92003038,DILLARD DRIVE ELEMENTARY,5,-1,0,0,0,0,12,6,0,18,18,18,2,Local Public School,School,N,5 Star C 2C
92003275,DISCOVERY POINT HERITAGE,7,-1,9,8,15,20,26,0,80,158,210,210,24,Franchise,Constructed for Child Care Care,Y,5 Star C 2C
92003270,DOROTHY BABB ACADEMY,12,-1,0,1,2,0,1,0,0,4,10,10,2,Independent,Constructed for Child,,4 Star C 2C
92000681,DURANT ROAD PRESCHOOL,1,-1,12,24,28,31,31,2,0,128,173,173,21,Independent,Constructed for Child Care,Y,5 Star C 2C
92001261,"EARLY PRESCHOOL AND LEARNING CENTER, L.L.C.",2,-1,0,0,0,0,26,8,0,34,59,59,5,Independent,Converted House,Y,5 Star C 2C
9253190,EDENTON STREET UNITED METHODIST CHILD DEV. CTR.,10,-1,0,0,10,20,21,8,0,59,100,67,9,Religious Sponsored Religious,Religious,Y,5 Star C 2C
5 Star C 2C,EDUCATION,,-2,0,0,0,0,0,0,0,0,0,0,,,Care,,
92003369,EDUCATIONAL JOURNEYS,7,-1,0,5,11,14,19,6,0,55,75,75,9,Independent,Constructed for Child Care,N,1 Star C 2C
92000489,ELLA'S PRIVATE DAY CARE,10,-1,1,3,2,3,2,0,0,11,12,12,3,Independent,Family Residence,Y,3 Star C 2C
9255432,ELLEN BREWER INFANT-TODDLER LAB HOME,10,-1,3,3,0,0,0,0,0,6,12,12,3,College/University,,Y,5 Star C 2C
9251970,ERNEST MYATT CHILDREN'S DEVELOPMENT CENTER,11,-1,0,0,6,23,20,5,0,54,77,77,6,Religious Sponsored Religious,,Y,5 Star C 2C
92003182,ESTEEM ME MONTESSORI & CREATIVE PLAY,10,-1,6,13,13,2,0,0,0,34,40,40,10,Independent,Converted Building,Y,5 Star C 2C
92003381,ESTEEM ME—MCP,3,-1,0,0,3,18,12,8,0,41,75,75,10,Independent,Converted Building,N,5 Star C 2C
92003614,EVERBROOK ACADEMY,9,-1,7,24,24,35,30,4,0,124,138,135,23,Franchise,Constructed for Child Care,N,5 Star C 2C
92002826,EXECUTIVE PARK LEARNING CENTER,1,-1,5,8,9,11,12,4,0,49,89,89,9,Independent,Constructed for Child Care,Y,5 Star C 2C
92003237,FAIRVIEW CHILDREN'S CENTER,11,-1,4,8,13,16,31,4,8,84,119,119,13,Independent,Constructed for Child,Y,5 Star C 2C
92003206,FALLS ACADEMY,6,-1,7,18,22,22,12,1,0,82,144,144,17,Independent,Constructed for Child,Y,4 Star C 2C
92001401,FIRST PRESBYTERIAN CHURCH CHILD DEV CTR,6,-1,6,13,19,16,14,8,0,76,96,96,17,Religious Sponsored,Constructed for Child Care,Y,4 Star C 2C
92003031,FORESTVILLE ROAD ELEMENTARY,1,-1,0,0,0,0,15,1,0,16,18,18,2,Local Public School,School,N,4 Star C 2C
92002942,FOUNDATIONS ACADEMY,12,-1,9,14,13,21,9,3,25,94,114,114,18,Independent,Constructed for Child Care,Y,5 Star C 2C
92003367,FRANKIE LEMMON SCHOOL AND DEVELOPMENT CENTER,11,-1,0,0,0,10,9,4,2,25,123,123,7,Independent,Constructed for Child Care,Y,5 Star C 2C
9255098,FUQUAY-VARINA BAPTIST WEE CARE,5,-1,0,0,3,24,40,33,32,132,150,150,26,Religious Sponsored Religious,Religious,N,Other
92002158,"GARNER ACADEMY, INC",1,-1,2,4,3,1,4,0,13,27,50,50,6,Independent,Converted Building,Y,3 Star C 2C
9255301,GARNER ROAD COMMUNITY CENTER,10,-1,0,0,0,0,0,0,9,9,50,50,4,Community Service Agency,Community Building,Y,4 Star C 2C
9255310,GINGERBREAD LITTLEVERSITY UPTOWN,9,-1,10,13,16,30,25,0,50,144,165,165,22,Independent,Constructed for Child Care,Y,5 Star C 2C
92000767,GOOD-HONEY BEARS CHILD DEVELOPMENT CTR I,8,-1,0,1,6,5,6,2,1,21,35,35,4,Independent,Constructed for Child Care,Y,3 Star C 2C
92000768,GOOD-HONEYBEARS CHILD DEVELOPMENT CTR INC. II,9,-1,1,0,0,0,0,0,0,1,15,15,2,Independent,Constructed for Child Care,Y,3 Star C 2C
92003484,GREAT MINDS MONTESSORI ACADEMY INC.,3,-1,0,0,0,6,9,2,0,17,25,25,2,Independent,Converted Building,N,1 Star C 2C
92002511,GREATER WORD OF TRUTH CHILD DEVELOPMENT CENTER,7,-1,0,3,7,6,5,1,2,24,36,36,6,Religious Sponsored,Religious,Y,Other
92002249,GROW-N-LEARN CHILD CARE CENTER OF KNIGHTDALE,6,-1,8,14,9,17,13,2,32,95,157,157,16,Independent,Constructed for Child Care,Y,3 Star C 2C
92003454,GUIDEPOST MONTESSORI SPRUCE TREE,3,-1,2,10,32,31,13,9,0,97,135,135,19,Independent,Constructed for Child Care,N,1 Star C 2C
92003473,"GURU ACADEMY, INC.",5,-1,0,0,1,6,7,3,1,18,30,30,0,Independent,Converted House,Y,1 Star C 2C
92002224,HAPPY TIMES CHILDCARE LEARNING CENTER,8,-1,2,1,2,2,2,2,1,12,12,12,3,Independent,Family Residence,Y,3 Star C 2C
92000717,HARPS MILL CREATIVE SCHOOL,10,-1,9,23,13,30,38,3,23,139,140,140,29,Independent,Constructed for Child Care,Y,5 Star C 2C
